area,occ_code,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
8,47-2043,200.0,35.2,0.069,2.06,26.25,54600.0,5.9,22.62,23.23,29.7,47050.0,48320.0,61770.0
12,47-2043,270.0,31.1,0.028,0.84,20.33,42290.0,7.0,17.97,18.93,24.3,37370.0,39380.0,50540.0
13,47-2043,90.0,12.4,0.018,0.55,26.31,54710.0,3.5,24.64,26.75,30.61,51240.0,55630.0,63680.0
24,47-2043,330.0,29.6,0.122,3.65,20.93,43530.0,8.6,17.73,22.35,22.64,36880.0,46490.0,47090.0
29,47-2043,220.0,30.1,0.077,2.31,26.41,54930.0,7.4,19.39,25.39,32.05,40330.0,52810.0,66660.0
31,47-2043,40.0,43.6,0.035,1.06,23.23,48330.0,9.4,20.22,22.59,28.15,42060.0,46980.0,58550.0
36,47-2043,540.0,35.3,0.058,1.74,26.4,54910.0,6.7,20.68,23.95,30.12,43020.0,49820.0,62650.0
37,47-2043,440.0,23.6,0.091,2.73,19.58,40730.0,2.5,16.39,17.67,22.6,34080.0,36760.0,47000.0
42,47-2043,170.0,41.8,0.029,0.86,22.28,46330.0,5.0,18.31,22.45,24.75,38090.0,46690.0,51480.0
47,47-2043,360.0,14.9,0.111,3.33,20.54,42720.0,3.3,16.68,23.09,23.2,34700.0,48030.0,48260.0
51,47-2043,190.0,44.0,0.048,1.42,20.1,41800.0,16.2,13.45,17.47,24.03,27970.0,36350.0,49980.0
53,47-2043,150.0,34.6,0.043,1.3,34.73,72240.0,4.8,32.1,35.5,39.65,66770.0,73830.0,82470.0
54,47-2043,50.0,40.7,0.074,2.23,18.29,38030.0,10.7,15.13,17.31,17.96,31460.0,36010.0,37350.0
55,47-2043,120.0,38.1,0.042,1.27,19.18,39890.0,6.8,14.88,18.43,20.39,30950.0,38340.0,42400.0
1,47-2044,530.0,19.1,0.258,0.92,20.37,42370.0,3.1,16.9,20.57,23.59,35140.0,42780.0,49070.0
4,47-2044,1440.0,18.2,0.459,1.64,22.63,47070.0,5.9,16.71,19.7,25.0,34750.0,40970.0,52000.0
5,47-2044,250.0,21.5,0.195,0.7,17.5,36390.0,3.8,15.15,17.5,18.2,31520.0,36400.0,37850.0
6,47-2044,7230.0,6.5,0.403,1.44,28.79,59890.0,1.6,22.98,27.99,34.71,47800.0,58220.0,72200.0
8,47-2044,550.0,12.2,0.196,0.7,27.46,57110.0,4.9,21.79,26.54,31.81,45320.0,55210.0,66170.0
9,47-2044,230.0,18.4,0.137,0.49,28.89,60090.0,5.3,24.76,25.97,35.46,51490.0,54020.0,73760.0
12,47-2044,4980.0,8.7,0.52,1.86,23.54,48970.0,3.3,17.97,22.52,28.05,37370.0,46840.0,58350.0
13,47-2044,250.0,28.3,0.052,0.19,25.08,52160.0,7.0,20.11,24.48,28.33,41830.0,50910.0,58920.0
15,47-2044,610.0,16.9,0.988,3.54,41.46,86230.0,4.9,36.89,46.91,48.95,76720.0,97570.0,101820.0
16,47-2044,490.0,14.8,0.594,2.13,22.75,47330.0,3.4,18.95,21.04,24.64,39420.0,43750.0,51260.0
17,47-2044,1000.0,17.6,0.167,0.6,28.37,59010.0,6.2,21.32,23.24,32.34,44350.0,48350.0,67270.0
18,47-2044,660.0,12.9,0.208,0.74,25.08,52160.0,3.4,21.19,23.2,29.29,44070.0,48250.0,60920.0
19,47-2044,220.0,16.7,0.145,0.52,24.74,51460.0,3.7,19.43,23.41,27.91,40420.0,48690.0,58050.0
20,47-2044,310.0,19.3,0.217,0.78,26.22,54530.0,4.5,22.89,24.99,29.17,47600.0,51980.0,60670.0
21,47-2044,290.0,22.5,0.146,0.52,22.61,47020.0,1.4,20.67,22.12,23.42,42980.0,46000.0,48720.0
22,47-2044,120.0,15.6,0.066,0.24,24.24,50420.0,3.0,19.34,23.81,28.2,40230.0,49530.0,58660.0
23,47-2044,90.0,28.1,0.138,0.49,29.54,61440.0,4.1,26.65,28.3,31.5,55420.0,58870.0,65520.0
24,47-2044,220.0,43.4,0.084,0.3,23.38,48630.0,14.6,20.54,21.65,25.35,42730.0,45030.0,52720.0
26,47-2044,650.0,13.1,0.149,0.53,26.86,55860.0,2.6,22.24,28.4,29.96,46270.0,59070.0,62320.0
27,47-2044,330.0,29.3,0.114,0.41,28.16,58560.0,6.0,21.71,27.0,35.17,45150.0,56160.0,73140.0
28,47-2044,150.0,11.8,0.133,0.48,20.77,43200.0,2.7,16.85,19.76,23.41,35040.0,41100.0,48690.0
29,47-2044,790.0,20.1,0.275,0.99,28.07,58390.0,4.4,22.07,27.77,34.62,45910.0,57750.0,72010.0
30,47-2044,470.0,18.5,0.943,3.38,23.48,48850.0,3.7,20.19,22.82,26.36,42000.0,47460.0,54840.0
31,47-2044,140.0,13.7,0.135,0.48,24.95,51900.0,3.9,22.69,24.95,27.57,47200.0,51890.0,57340.0
32,47-2044,1710.0,12.0,1.153,4.13,31.55,65610.0,3.8,23.3,29.5,37.98,48460.0,61360.0,78990.0
33,47-2044,50.0,33.0,0.075,0.27,38.0,79030.0,18.4,23.17,44.98,52.58,48190.0,93570.0,109360.0
34,47-2044,900.0,19.5,0.214,0.77,28.65,59590.0,7.8,19.38,24.94,35.92,40310.0,51870.0,74720.0
35,47-2044,260.0,20.7,0.307,1.1,19.47,40490.0,5.6,14.45,18.29,22.5,30050.0,38040.0,46800.0
36,47-2044,6190.0,44.2,0.659,2.36,24.9,51800.0,29.5,15.93,15.93,30.0,33120.0,33120.0,62410.0
37,47-2044,500.0,12.7,0.105,0.37,22.78,47380.0,3.4,17.83,22.17,25.95,37080.0,46100.0,53970.0
38,47-2044,80.0,14.7,0.195,0.7,26.49,55110.0,1.4,21.64,27.0,28.5,45020.0,56160.0,59280.0
39,47-2044,870.0,19.2,0.158,0.57,24.95,51900.0,3.1,21.13,23.14,28.65,43940.0,48130.0,59590.0
40,47-2044,310.0,14.7,0.189,0.68,18.92,39360.0,4.6,14.6,19.22,22.5,30360.0,39980.0,46800.0
41,47-2044,950.0,12.4,0.488,1.75,25.27,52560.0,3.0,19.46,24.19,30.73,40470.0,50320.0,63910.0
42,47-2044,700.0,12.8,0.118,0.42,26.39,54900.0,2.8,22.26,24.86,30.05,46310.0,51710.0,62510.0
45,47-2044,570.0,35.2,0.257,0.92,24.34,50630.0,6.5,17.0,19.38,26.0,35360.0,40310.0,54080.0
46,47-2044,120.0,19.8,0.265,0.95,23.09,48030.0,3.9,18.69,21.79,29.02,38880.0,45320.0,60350.0
47,47-2044,450.0,11.3,0.14,0.5,21.79,45330.0,1.9,17.73,20.97,24.07,36880.0,43620.0,50070.0
48,47-2044,2190.0,20.1,0.162,0.58,20.0,41590.0,2.2,15.47,19.96,22.65,32180.0,41510.0,47110.0
49,47-2044,1940.0,9.8,1.157,4.14,24.66,51290.0,4.3,18.21,23.59,29.55,37890.0,49070.0,61470.0
50,47-2044,60.0,17.2,0.206,0.74,27.11,56380.0,3.4,24.25,24.94,29.81,50450.0,51870.0,62010.0
51,47-2044,540.0,23.7,0.136,0.49,22.51,46820.0,3.7,18.21,21.98,26.12,37890.0,45720.0,54340.0
53,47-2044,1050.0,13.5,0.301,1.08,30.86,64180.0,3.2,26.27,28.4,37.17,54630.0,59070.0,77310.0
55,47-2044,440.0,14.5,0.152,0.55,26.57,55260.0,5.7,20.7,24.39,31.59,43060.0,50720.0,65700.0
56,47-2044,50.0,20.8,0.189,0.68,24.41,50760.0,12.1,17.73,19.21,24.38,36880.0,39960.0,50720.0
1,47-2051,2160.0,7.0,1.054,0.79,21.79,45310.0,1.6,17.71,22.14,24.76,36840.0,46060.0,51490.0
2,47-2051,80.0,18.0,0.249,0.19,37.84,78700.0,10.3,23.26,35.42,50.5,48390.0,73670.0,105040.0
4,47-2051,7270.0,7.1,2.323,1.73,26.16,54410.0,1.0,22.72,25.05,29.62,47260.0,52090.0,61610.0
5,47-2051,1420.0,8.6,1.12,0.84,20.63,42900.0,1.9,18.34,21.17,22.43,38140.0,44030.0,46660.0
6,47-2051,28890.0,3.8,1.61,1.2,33.11,68870.0,2.1,23.87,29.89,38.61,49660.0,62160.0,80300.0
8,47-2051,5260.0,7.7,1.859,1.39,27.94,58100.0,1.2,23.72,28.23,30.31,49350.0,58710.0,63040.0
9,47-2051,860.0,14.8,0.516,0.38,27.97,58170.0,5.2,23.41,28.82,32.97,48690.0,59940.0,68580.0
10,47-2051,520.0,16.0,1.106,0.83,25.47,52980.0,2.3,22.4,24.29,28.18,46590.0,50520.0,58610.0
11,47-2051,270.0,16.2,0.391,0.29,28.85,60000.0,3.8,23.8,27.85,32.22,49500.0,57930.0,67020.0
12,47-2051,15680.0,5.7,1.639,1.22,23.01,47850.0,1.4,18.24,22.46,24.81,37950.0,46710.0,51600.0
13,47-2051,2650.0,12.1,0.557,0.42,21.79,45320.0,2.0,17.8,21.6,24.35,37030.0,44920.0,50640.0
15,47-2051,670.0,10.5,1.083,0.81,38.31,79690.0,3.5,28.97,38.92,45.84,60250.0,80960.0,95340.0
16,47-2051,2880.0,5.3,3.497,2.61,23.66,49220.0,2.4,18.71,23.0,27.19,38930.0,47840.0,56550.0
17,47-2051,6450.0,6.6,1.073,0.8,35.27,73360.0,2.5,22.56,35.59,48.12,46920.0,74030.0,100090.0
18,47-2051,4530.0,5.6,1.436,1.07,26.42,54960.0,1.5,22.46,26.6,29.7,46710.0,55330.0,61780.0
19,47-2051,2990.0,7.0,1.936,1.44,25.22,52460.0,1.2,21.92,24.14,29.0,45580.0,50200.0,60320.0
20,47-2051,3590.0,6.1,2.545,1.9,24.7,51370.0,1.4,21.53,23.26,28.0,44780.0,48390.0,58240.0
21,47-2051,1880.0,7.3,0.958,0.71,23.95,49820.0,2.3,19.74,23.0,26.86,41060.0,47840.0,55860.0
22,47-2051,910.0,10.7,0.491,0.37,22.5,46810.0,2.5,18.36,22.7,25.85,38180.0,47220.0,53770.0
23,47-2051,410.0,14.3,0.653,0.49,26.43,54970.0,4.6,22.31,24.64,27.13,46400.0,51250.0,56420.0
24,47-2051,3240.0,15.1,1.209,0.9,24.76,51500.0,4.4,19.47,23.3,28.99,40510.0,48470.0,60290.0
25,47-2051,1800.0,19.9,0.495,0.37,39.8,82770.0,3.6,30.34,37.62,45.6,63110.0,78250.0,94840.0
26,47-2051,5360.0,5.8,1.232,0.92,26.17,54430.0,1.2,21.11,24.19,30.14,43910.0,50320.0,62680.0
27,47-2051,3380.0,13.2,1.173,0.87,33.04,68730.0,2.0,28.03,31.13,39.71,58310.0,64740.0,82600.0
28,47-2051,650.0,8.4,0.567,0.42,20.77,43200.0,1.4,18.04,21.2,22.56,37530.0,44090.0,46930.0
29,47-2051,5170.0,6.7,1.798,1.34,29.65,61670.0,3.0,22.13,25.27,36.43,46020.0,52560.0,75760.0
30,47-2051,1090.0,13.8,2.168,1.62,26.66,55450.0,1.4,23.19,24.49,29.25,48230.0,50940.0,60840.0
31,47-2051,2900.0,7.0,2.897,2.16,23.45,48770.0,1.4,19.52,23.04,27.25,40590.0,47920.0,56680.0
32,47-2051,3330.0,7.9,2.247,1.68,30.1,62600.0,2.3,23.05,29.06,35.2,47940.0,60450.0,73210.0
33,47-2051,480.0,8.5,0.715,0.53,26.33,54760.0,3.3,21.63,23.5,30.54,44990.0,48880.0,63530.0
34,47-2051,3470.0,10.1,0.826,0.62,36.9,76750.0,3.8,26.81,34.26,48.52,55760.0,71270.0,100910.0
35,47-2051,1610.0,9.0,1.909,1.42,22.98,47800.0,2.8,18.71,21.76,25.71,38910.0,45250.0,53480.0
36,47-2051,9460.0,6.0,1.008,0.75,36.18,75250.0,2.6,24.15,34.7,44.91,50230.0,72170.0,93410.0
37,47-2051,5460.0,6.7,1.138,0.85,22.64,47100.0,1.7,18.64,22.19,24.72,38760.0,46160.0,51420.0
38,47-2051,1650.0,7.6,3.961,2.96,25.17,52350.0,2.3,21.46,23.55,28.4,44630.0,48990.0,59070.0
39,47-2051,5420.0,5.9,0.992,0.74,28.91,60140.0,1.6,23.08,29.19,34.47,48000.0,60720.0,71690.0
40,47-2051,3110.0,8.0,1.868,1.39,21.31,44330.0,1.2,18.32,21.12,22.9,38100.0,43930.0,47630.0
41,47-2051,2310.0,8.4,1.188,0.89,30.39,63200.0,2.0,23.95,28.93,36.44,49820.0,60170.0,75800.0
42,47-2051,4760.0,9.8,0.801,0.6,27.1,56370.0,2.7,21.8,25.17,30.29,45350.0,52360.0,63000.0
44,47-2051,180.0,40.2,0.361,0.27,35.88,74630.0,8.5,29.43,36.5,42.25,61210.0,75920.0,87880.0
45,47-2051,1600.0,9.6,0.721,0.54,21.49,44700.0,1.9,17.94,22.09,23.81,37310.0,45940.0,49510.0
46,47-2051,2190.0,5.7,4.92,3.67,20.85,43370.0,1.1,18.04,19.5,22.57,37510.0,40550.0,46940.0
47,47-2051,3770.0,7.8,1.171,0.87,22.99,47830.0,2.8,18.43,22.09,25.24,38330.0,45940.0,52500.0
48,47-2051,20900.0,7.2,1.541,1.15,21.86,45480.0,1.3,18.45,21.62,23.72,38380.0,44970.0,49350.0
49,47-2051,4880.0,8.4,2.909,2.17,25.85,53760.0,1.7,22.31,25.33,29.37,46410.0,52690.0,61100.0
50,47-2051,250.0,14.1,0.822,0.61,27.72,57660.0,5.8,22.44,23.9,29.77,46660.0,49710.0,61920.0
51,47-2051,4870.0,9.3,1.224,0.91,24.6,51170.0,1.4,21.57,23.4,27.92,44860.0,48680.0,58070.0
53,47-2051,5460.0,5.7,1.563,1.17,34.37,71490.0,2.2,25.07,29.94,38.81,52140.0,62280.0,80720.0
54,47-2051,490.0,11.4,0.708,0.53,21.01,43700.0,3.0,16.82,21.31,23.28,34990.0,44330.0,48420.0
55,47-2051,4410.0,4.8,1.529,1.14,29.58,61520.0,1.7,23.45,28.92,35.16,48770.0,60150.0,73120.0
56,47-2051,500.0,10.0,1.811,1.35,25.47,52980.0,2.6,23.07,23.88,28.23,47980.0,49670.0,58710.0
12,47-2053,260.0,49.3,0.027,2.86,26.43,54980.0,8.3,21.63,23.38,29.06,44980.0,48620.0,60430.0
36,47-2053,160.0,28.0,0.017,1.76,44.18,91890.0,10.0,33.75,44.66,52.96,70200.0,92890.0,110150.0
1,47-2061,15680.0,5.5,7.637,1.14,17.45,36300.0,2.3,13.91,17.14,20.56,28940.0,35660.0,42760.0
2,47-2061,2790.0,8.3,8.969,1.34,26.78,55690.0,2.5,21.31,24.02,29.69,44330.0,49950.0,61740.0
4,47-2061,28780.0,3.4,9.195,1.37,22.13,46030.0,0.9,18.69,21.95,23.68,38870.0,45650.0,49260.0
5,47-2061,8860.0,4.4,6.973,1.04,17.64,36690.0,0.8,14.81,17.21,18.71,30810.0,35800.0,38910.0
6,47-2061,89950.0,2.3,5.012,0.75,29.67,61710.0,1.4,21.9,27.27,36.61,45560.0,56720.0,76160.0
8,47-2061,20800.0,3.7,7.344,1.09,22.0,45760.0,0.8,18.56,21.91,24.04,38600.0,45560.0,50010.0
9,47-2061,8580.0,4.9,5.17,0.77,26.52,55160.0,1.5,20.79,24.4,29.98,43240.0,50750.0,62350.0
10,47-2061,2460.0,8.9,5.244,0.78,22.57,46940.0,2.2,18.0,22.21,25.81,37440.0,46190.0,53680.0
11,47-2061,2450.0,9.0,3.485,0.52,24.06,50040.0,2.1,19.1,22.8,27.48,39720.0,47420.0,57160.0
12,47-2061,69690.0,3.1,7.283,1.09,19.56,40680.0,0.9,16.63,18.38,22.1,34590.0,38230.0,45970.0
13,47-2061,22280.0,4.8,4.682,0.7,19.03,39580.0,0.8,15.92,18.04,21.58,33110.0,37530.0,44880.0
15,47-2061,4750.0,4.9,7.698,1.15,31.52,65570.0,3.4,23.14,29.89,40.1,48130.0,62170.0,83400.0
16,47-2061,9590.0,5.8,11.66,1.74,21.28,44260.0,1.3,17.38,19.53,23.29,36150.0,40620.0,48430.0
17,47-2061,29930.0,3.7,4.978,0.74,32.06,66670.0,2.3,21.66,29.5,44.53,45050.0,61350.0,92630.0
18,47-2061,24100.0,2.7,7.635,1.14,24.31,50570.0,0.7,18.82,23.36,28.61,39150.0,48590.0,59520.0
19,47-2061,12290.0,3.2,7.958,1.19,22.46,46730.0,0.8,18.69,22.42,24.38,38870.0,46640.0,50710.0
20,47-2061,8410.0,4.1,5.957,0.89,20.09,41790.0,1.0,16.63,18.84,22.52,34580.0,39190.0,46840.0
21,47-2061,14140.0,2.6,7.204,1.07,20.94,43540.0,0.8,17.31,20.31,23.17,36010.0,42230.0,48190.0
22,47-2061,24760.0,4.5,13.371,1.99,20.98,43640.0,1.0,16.44,18.9,24.13,34190.0,39300.0,50190.0
23,47-2061,3130.0,8.0,5.029,0.75,21.15,43980.0,1.2,18.4,20.81,23.44,38260.0,43290.0,48750.0
24,47-2061,20450.0,4.6,7.64,1.14,22.41,46610.0,1.0,18.58,22.26,24.01,38640.0,46300.0,49940.0
25,47-2061,18280.0,4.7,5.018,0.75,32.59,67780.0,2.4,22.98,29.44,40.5,47800.0,61240.0,84230.0
26,47-2061,26150.0,3.4,6.014,0.9,23.92,49760.0,1.2,18.75,22.72,27.67,39010.0,47250.0,57540.0
27,47-2061,24540.0,3.9,8.517,1.27,28.12,58490.0,1.3,22.17,26.75,35.46,46110.0,55640.0,73770.0
28,47-2061,7500.0,3.0,6.518,0.97,17.72,36860.0,0.8,14.73,17.14,19.24,30630.0,35660.0,40010.0
29,47-2061,17160.0,3.9,5.965,0.89,25.93,53920.0,1.6,18.44,22.85,33.78,38350.0,47530.0,70260.0
30,47-2061,4330.0,5.3,8.622,1.28,23.62,49130.0,1.3,19.3,22.88,27.72,40150.0,47590.0,57650.0
31,47-2061,6820.0,4.4,6.814,1.02,21.24,44170.0,1.5,17.88,21.46,23.12,37190.0,44640.0,48080.0
32,47-2061,10170.0,4.2,6.865,1.02,24.55,51060.0,1.3,18.39,22.71,28.71,38240.0,47250.0,59710.0
33,47-2061,3230.0,5.3,4.792,0.71,22.11,45980.0,1.0,18.84,21.74,24.26,39190.0,45220.0,50460.0
34,47-2061,20230.0,6.3,4.815,0.72,32.35,67280.0,1.8,22.59,29.24,44.43,47000.0,60830.0,92420.0
35,47-2061,10930.0,4.5,12.93,1.93,19.04,39610.0,1.1,15.17,17.92,21.73,31550.0,37260.0,45190.0
36,47-2061,49080.0,3.5,5.226,0.78,30.69,63830.0,1.7,21.76,27.23,37.93,45250.0,56650.0,78890.0
37,47-2061,31550.0,2.6,6.58,0.98,19.63,40830.0,1.1,16.92,18.53,21.78,35200.0,38550.0,45310.0
38,47-2061,3420.0,5.2,8.183,1.22,23.52,48930.0,1.2,19.26,22.6,25.49,40050.0,47000.0,53020.0
39,47-2061,31070.0,2.9,5.681,0.85,25.74,53550.0,0.9,19.06,23.4,31.62,39640.0,48670.0,65770.0
40,47-2061,10790.0,3.6,6.484,0.97,19.3,40150.0,1.1,16.23,18.19,21.87,33760.0,37840.0,45480.0
41,47-2061,13090.0,6.7,6.738,1.0,24.51,50980.0,0.9,19.85,23.14,27.49,41290.0,48140.0,57190.0
42,47-2061,39370.0,3.1,6.619,0.99,25.14,52290.0,0.9,18.95,22.99,28.89,39420.0,47820.0,60090.0
44,47-2061,2140.0,7.0,4.381,0.65,27.92,58070.0,2.6,22.18,26.51,35.79,46140.0,55140.0,74450.0
45,47-2061,16940.0,3.2,7.619,1.14,19.92,41430.0,0.8,15.93,18.35,22.4,33130.0,38180.0,46590.0
46,47-2061,1840.0,4.9,4.136,0.62,18.94,39400.0,1.5,16.23,18.78,21.34,33760.0,39050.0,44380.0
47,47-2061,24830.0,2.7,7.714,1.15,20.31,42230.0,0.6,17.46,19.17,22.59,36310.0,39870.0,46990.0
48,47-2061,115770.0,3.9,8.539,1.27,18.74,38990.0,0.6,16.24,17.86,21.36,33780.0,37150.0,44430.0
49,47-2061,20320.0,4.1,12.105,1.8,23.04,47910.0,1.6,18.33,22.08,24.54,38130.0,45930.0,51050.0
50,47-2061,1620.0,8.3,5.389,0.8,21.48,44680.0,1.7,18.9,21.11,23.65,39310.0,43910.0,49180.0
51,47-2061,26510.0,5.2,6.659,0.99,19.0,39520.0,1.5,16.45,18.04,21.58,34220.0,37530.0,44890.0
53,47-2061,27720.0,2.9,7.931,1.18,28.69,59680.0,1.0,22.38,26.49,32.42,46540.0,55090.0,67430.0
54,47-2061,7580.0,4.1,11.005,1.64,19.87,41330.0,1.0,16.0,18.34,22.11,33280.0,38140.0,45980.0
55,47-2061,19280.0,2.5,6.682,1.0,25.9,53860.0,0.6,19.91,23.72,30.74,41410.0,49330.0,63940.0
56,47-2061,2940.0,7.1,10.725,1.6,20.26,42150.0,1.8,17.51,19.96,22.73,36410.0,41510.0,47270.0
1,47-2071,820.0,11.4,0.401,1.41,19.56,40690.0,4.4,14.82,18.31,23.26,30830.0,38080.0,48380.0
2,47-2071,110.0,25.8,0.365,1.29,34.42,71600.0,9.0,19.08,38.95,46.55,39690.0,81020.0,96830.0
4,47-2071,400.0,29.0,0.129,0.46,21.86,45460.0,14.6,14.2,20.14,29.33,29530.0,41900.0,61010.0
5,47-2071,200.0,29.4,0.154,0.54,20.59,42830.0,6.5,15.47,19.59,22.37,32180.0,40750.0,46530.0
6,47-2071,1760.0,14.8,0.098,0.35,40.54,84320.0,6.1,28.17,36.94,53.63,58600.0,76840.0,111550.0
8,47-2071,1720.0,12.0,0.607,2.14,24.71,51400.0,2.0,21.14,24.31,28.71,43960.0,50560.0,59710.0
9,47-2071,150.0,37.0,0.091,0.32,34.01,70730.0,11.8,24.98,34.78,40.28,51960.0,72350.0,83790.0
10,47-2071,150.0,15.8,0.314,1.11,31.08,64640.0,3.5,23.76,33.96,36.38,49420.0,70630.0,75660.0
11,47-2071,130.0,10.4,0.181,0.64,26.99,56140.0,1.0,22.24,28.36,30.47,46260.0,58990.0,63380.0
12,47-2071,3240.0,12.7,0.339,1.2,21.3,44310.0,2.3,18.09,20.98,23.11,37630.0,43640.0,48060.0
13,47-2071,1870.0,7.2,0.393,1.38,21.9,45540.0,1.9,18.89,20.99,23.08,39300.0,43660.0,48000.0
15,47-2071,260.0,27.4,0.418,1.47,40.66,84570.0,10.2,29.08,49.14,50.1,60490.0,102220.0,104220.0
16,47-2071,150.0,45.4,0.177,0.62,22.98,47800.0,16.6,19.71,22.26,23.18,41010.0,46310.0,48220.0
17,47-2071,2000.0,13.7,0.332,1.17,34.36,71480.0,5.4,21.94,34.77,45.9,45640.0,72320.0,95470.0
18,47-2071,880.0,12.9,0.28,0.99,28.01,58250.0,2.9,21.75,25.07,31.87,45240.0,52150.0,66290.0
19,47-2071,290.0,22.4,0.191,0.67,25.9,53860.0,2.7,22.57,26.72,29.42,46950.0,55570.0,61200.0
20,47-2071,620.0,32.5,0.441,1.55,26.92,55990.0,14.2,18.72,24.65,31.15,38940.0,51270.0,64790.0
21,47-2071,220.0,21.7,0.113,0.4,23.2,48260.0,3.4,20.99,21.83,23.9,43650.0,45400.0,49700.0
22,47-2071,240.0,35.4,0.131,0.46,21.97,45690.0,1.4,19.87,22.05,23.0,41320.0,45860.0,47840.0
23,47-2071,410.0,14.0,0.657,2.31,26.05,54170.0,3.6,23.03,25.0,28.66,47900.0,52000.0,59600.0
24,47-2071,660.0,15.0,0.246,0.87,26.08,54240.0,3.1,22.63,26.14,29.42,47080.0,54380.0,61200.0
25,47-2071,1190.0,35.2,0.326,1.15,30.97,64430.0,9.1,23.65,26.3,38.9,49200.0,54690.0,80900.0
26,47-2071,2440.0,14.3,0.561,1.98,25.25,52520.0,2.6,21.93,24.28,27.72,45600.0,50490.0,57660.0
27,47-2071,1020.0,11.8,0.355,1.25,35.46,73760.0,2.3,29.47,35.45,42.5,61300.0,73740.0,88390.0
28,47-2071,480.0,10.2,0.421,1.48,19.17,39870.0,1.8,17.72,18.33,22.25,36860.0,38120.0,46280.0
29,47-2071,1580.0,14.8,0.548,1.93,28.65,59590.0,4.3,22.64,28.05,35.7,47090.0,58340.0,74260.0
30,47-2071,180.0,24.9,0.353,1.24,24.03,49990.0,6.1,21.21,23.04,27.87,44110.0,47910.0,57970.0
31,47-2071,380.0,16.9,0.379,1.33,22.29,46370.0,4.8,16.5,22.03,26.62,34320.0,45830.0,55370.0
32,47-2071,250.0,28.3,0.17,0.6,26.7,55530.0,7.2,23.07,25.4,28.65,47990.0,52830.0,59590.0
33,47-2071,340.0,16.3,0.501,1.77,27.55,57300.0,3.8,22.67,27.87,30.14,47150.0,57970.0,62680.0
34,47-2071,780.0,15.2,0.185,0.65,29.06,60430.0,8.5,20.88,24.17,36.75,43430.0,50270.0,76450.0
35,47-2071,350.0,22.9,0.42,1.48,19.54,40650.0,3.4,17.2,17.62,21.32,35770.0,36640.0,44340.0
36,47-2071,3200.0,9.4,0.34,1.2,29.13,60590.0,4.3,22.49,23.8,32.46,46780.0,49500.0,67520.0
37,47-2071,830.0,11.5,0.174,0.61,22.28,46340.0,4.4,18.07,19.79,23.6,37580.0,41160.0,49080.0
39,47-2071,2180.0,13.7,0.399,1.41,30.58,63600.0,3.4,22.69,29.84,37.33,47200.0,62070.0,77650.0
40,47-2071,420.0,16.4,0.25,0.88,20.98,43630.0,2.2,19.22,22.17,22.63,39970.0,46110.0,47070.0
41,47-2071,250.0,16.7,0.127,0.45,32.73,68090.0,3.9,28.09,31.92,36.55,58420.0,66400.0,76030.0
42,47-2071,430.0,23.6,0.071,0.25,27.22,56610.0,3.9,23.26,25.98,29.82,48390.0,54030.0,62030.0
44,47-2071,120.0,49.4,0.239,0.84,28.38,59030.0,6.7,20.67,29.21,30.55,43000.0,60760.0,63540.0
45,47-2071,640.0,13.9,0.289,1.02,19.97,41540.0,2.3,17.54,19.12,22.47,36470.0,39760.0,46730.0
46,47-2071,190.0,20.4,0.421,1.49,26.29,54680.0,1.4,23.53,26.05,29.57,48950.0,54170.0,61510.0
47,47-2071,1460.0,12.8,0.452,1.59,21.68,45090.0,2.8,18.53,22.21,24.41,38540.0,46190.0,50780.0
48,47-2071,4320.0,9.1,0.318,1.12,21.53,44770.0,1.3,18.39,21.0,23.35,38260.0,43680.0,48570.0
49,47-2071,700.0,32.1,0.416,1.47,25.76,53590.0,3.7,22.4,23.96,30.46,46590.0,49840.0,63360.0
50,47-2071,100.0,17.3,0.328,1.16,25.91,53900.0,2.6,22.54,23.58,29.59,46880.0,49040.0,61540.0
51,47-2071,1360.0,22.5,0.341,1.2,25.23,52470.0,6.8,19.1,22.56,27.12,39730.0,46930.0,56420.0
53,47-2071,580.0,24.6,0.165,0.58,36.98,76910.0,4.9,30.0,34.81,38.39,62400.0,72410.0,79850.0
54,47-2071,330.0,21.4,0.476,1.68,26.04,54160.0,6.8,22.22,26.23,31.78,46210.0,54550.0,66090.0
55,47-2071,660.0,16.9,0.23,0.81,25.38,52780.0,3.4,21.27,23.08,28.91,44240.0,48010.0,60120.0
56,47-2071,50.0,28.4,0.195,0.69,27.36,56900.0,2.6,23.12,28.04,31.18,48090.0,58320.0,64860.0
6,47-2072,590.0,29.2,0.033,1.65,47.42,98640.0,4.2,36.57,50.42,55.53,76070.0,104870.0,115500.0
12,47-2072,550.0,19.6,0.058,2.9,23.79,49490.0,3.7,19.48,24.14,26.17,40510.0,50210.0,54430.0
13,47-2072,60.0,25.2,0.013,0.67,25.62,53280.0,8.0,23.41,24.02,27.15,48690.0,49960.0,56470.0
18,47-2072,130.0,33.4,0.043,2.15,32.88,68390.0,20.4,21.98,32.0,39.06,45720.0,66570.0,81250.0
22,47-2072,110.0,15.8,0.06,3.05,26.46,55030.0,1.4,24.44,26.92,27.5,50830.0,55990.0,57200.0
25,47-2072,100.0,36.3,0.027,1.36,47.39,98570.0,5.3,38.43,51.57,56.04,79930.0,107270.0,116550.0
